RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
18,18,2025-02-07 12:16:48.0435175,42,Info,Microsoft-Windows-WindowsUpdateClient,Microsoft-Windows-WindowsUpdateClient/Operational,876,2444,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002609a40.vacb.evtx,0x4000000000000480,0,"{""EventData"":{""Data"":[{""@Name"":""hc_stateid"",""#text"":""0""},{""@Name"":""restartDate""},{""@Name"":""restartTime""}]}}"
19,19,2025-02-07 12:16:48.0435175,30,Info,Microsoft-Windows-WindowsUpdateClient,Microsoft-Windows-WindowsUpdateClient/Operational,876,2444,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002609a40.vacb.evtx,0x4000000000000001,0,"{""EventData"":""""}"
1,1,2025-02-07 11:30:09.2791081,100,Info,Microsoft-Windows-WindowsBackup,Microsoft-Windows-WindowsBackup/ActionCenter,532,2148,WIN-3M6ADARIMNH,0,S-1-5-19,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa800263f970.vacb.evtx,Classic,0,"{""EventData"":{""Data"":[{""@Name"":""hc_stateid"",""#text"":""1""},{""@Name"":""pwszTimeStamp""}]}}"
1,1,2025-01-15 06:18:49.9741484,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,828,1680,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-01-14 22:18:49.8961483""},{""@Name"":""ErrorCode"",""#text"":""232""},{""@Name"":""Duration (ms)"",""#text"":""78""},{""@Name"":""Reason"",""#text"":""0""}]}}"
2,2,2025-01-14 14:21:23.3067796,1015,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,880,1768,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""RB_IoReadBytes"",""#text"":""749826560""},{""@Name"":""RB_CacheHitBytes"",""#text"":""0""},{""@Name"":""RB_PrefetchBytes"",""#text"":""0""},{""@Name"":""RB_CacheHitPercentage"",""#text"":""0""},{""@Name"":""RB_IoReadCount"",""#text"":""26466""},{""@Name"":""RB_CacheHitCount"",""#text"":""0""},{""@Name"":""RB_PrefetchReadCount"",""#text"":""0""},{""@Name"":""RB_PrefetchDiskTimeUs"",""#text"":""0""}]}}"
3,3,2025-01-14 14:21:24.6327820,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,880,1768,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-01-14 22:21:22.9791791""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""1654""},{""@Name"":""Reason"",""#text"":""0""}]}}"
4,4,2025-01-14 15:04:04.3353133,1015,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,784,1896,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""RB_IoReadBytes"",""#text"":""286318592""},{""@Name"":""RB_CacheHitBytes"",""#text"":""207631360""},{""@Name"":""RB_PrefetchBytes"",""#text"":""602300416""},{""@Name"":""RB_CacheHitPercentage"",""#text"":""0.823551148611197""},{""@Name"":""RB_IoReadCount"",""#text"":""16237""},{""@Name"":""RB_CacheHitCount"",""#text"":""13372""},{""@Name"":""RB_PrefetchReadCount"",""#text"":""12277""},{""@Name"":""RB_PrefetchDiskTimeUs"",""#text"":""5616255""}]}}"
5,5,2025-01-14 15:04:04.5069136,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,784,1896,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-01-14 23:04:04.0701128""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""436""},{""@Name"":""Reason"",""#text"":""0""}]}}"
6,6,2025-02-07 11:22:59.4697074,1015,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,768,1512,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""RB_IoReadBytes"",""#text"":""295218688""},{""@Name"":""RB_CacheHitBytes"",""#text"":""243499520""},{""@Name"":""RB_PrefetchBytes"",""#text"":""635412480""},{""@Name"":""RB_CacheHitPercentage"",""#text"":""0.963285992103247""},{""@Name"":""RB_IoReadCount"",""#text"":""16969""},{""@Name"":""RB_CacheHitCount"",""#text"":""16346""},{""@Name"":""RB_PrefetchReadCount"",""#text"":""12924""},{""@Name"":""RB_PrefetchDiskTimeUs"",""#text"":""5446054""}]}}"
7,7,2025-02-07 11:22:59.6101077,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,768,1512,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-07 19:22:59.2513071""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""359""},{""@Name"":""Reason"",""#text"":""0""}]}}"
8,8,2025-02-07 11:31:30.3365149,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,768,2804,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-07 19:31:30.1805146""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""156""},{""@Name"":""Reason"",""#text"":""1""}]}}"
9,9,2025-02-07 11:41:10.2790397,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,768,572,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-07 19:41:10.1854395""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""93""},{""@Name"":""Reason"",""#text"":""1""}]}}"
10,10,2025-02-07 11:42:39.8800009,1020,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,768,2840,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000004000,0,"{""EventData"":{""Data"":{""@Name"":""DeviceName"",""#text"":""Unknown Unknown""}}}"
11,11,2025-02-07 11:49:08.1373781,1016,Info,Microsoft-Windows-ReadyBoost,Microsoft-Windows-ReadyBoost/Operational,768,1992,WIN-3M6ADARIMNH,0,S-1-5-18,,,,,,,,,,,False,C:\Users\user\repos\memory-forensics-tool\artifacts\file.None.0xfffffa8002b8cca0.vacb.evtx,0x8000000000002000,0,"{""EventData"":{""Data"":[{""@Name"":""BootPlanTimestamp"",""#text"":""2025-02-07 19:48:57.5761596""},{""@Name"":""ErrorCode"",""#text"":""0""},{""@Name"":""Duration (ms)"",""#text"":""10561""},{""@Name"":""Reason"",""#text"":""1""}]}}"
